dataset,scene,split,iteration,normal_key,mask_policy,normal_space,absolute_dot,flip_x,flip_y,flip_z,flip_preset,normal_mae_deg,valid_pixel_count,valid_pixel_ratio,frame_count,missing_frame_count,status,notes,diagnostic_only,inference_note
refnerf,coffee,test,31000,surf_normal,auto,as_saved,False,False,False,False,none,11.367100477218628,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,as_saved,False,False,True,False,flip_y,74.7269853591919,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,as_saved,False,False,False,True,flip_z,68.72824153900146,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,as_saved,False,False,True,True,flip_yz,127.68101043701172,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,camera,False,False,False,False,none,11.367082881927491,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,camera,False,False,True,False,flip_y,74.72698135375977,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,camera,False,False,False,True,flip_z,68.72824058532714,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,camera,False,False,True,True,flip_yz,127.68101348876954,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,world,False,False,False,False,none,11.367070531845092,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,world,False,False,True,False,flip_y,74.7269811630249,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,world,False,False,False,True,flip_z,68.72824268341064,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,31000,surf_normal,auto,world,False,False,True,True,flip_yz,127.68101539611817,2725,0.2725,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,as_saved,False,False,False,False,none,4.432240235805511,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,as_saved,False,False,True,False,flip_y,95.79133567810058,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,as_saved,False,False,False,True,flip_z,48.57690620422363,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,as_saved,False,False,True,True,flip_yz,128.26121101379394,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,camera,False,False,False,False,none,4.432203102111816,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,camera,False,False,True,False,flip_y,95.79133491516113,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,camera,False,False,False,True,flip_z,48.57690486907959,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,camera,False,False,True,True,flip_yz,128.26121292114257,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,world,False,False,False,False,none,4.432201421260833,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,world,False,False,True,False,flip_y,95.79133415222168,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,world,False,False,False,True,flip_z,48.576905250549316,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,31000,surf_normal,auto,world,False,False,True,True,flip_yz,128.26121559143067,4372,0.4372,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,as_saved,False,False,False,False,none,7.43944525718689,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,as_saved,False,False,True,False,flip_y,82.7941354751587,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,as_saved,False,False,False,True,flip_z,57.149168968200684,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,as_saved,False,False,True,True,flip_yz,120.07400817871094,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,camera,False,False,False,False,none,7.439425969123841,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,camera,False,False,True,False,flip_y,82.79413356781006,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,camera,False,False,False,True,flip_z,57.149168968200684,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,camera,False,False,True,True,flip_yz,120.07401008605957,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,world,False,False,False,False,none,7.439426326751709,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,world,False,False,True,False,flip_y,82.79413795471191,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,world,False,False,False,True,flip_z,57.14916915893555,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,31000,surf_normal,auto,world,False,False,True,True,flip_yz,120.07401046752929,974,0.0974,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,as_saved,False,False,False,False,none,10.186473560333251,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,as_saved,False,False,True,False,flip_y,87.77541885375976,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,as_saved,False,False,False,True,flip_z,35.75726661682129,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,as_saved,False,False,True,True,flip_yz,112.58657302856446,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,camera,False,False,False,False,none,10.186425805091858,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,camera,False,False,True,False,flip_y,87.7754077911377,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,camera,False,False,False,True,flip_z,35.757235050201416,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,camera,False,False,True,True,flip_yz,112.58658180236816,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,world,False,False,False,False,none,10.186424064636231,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,world,False,False,True,False,flip_y,87.77540321350098,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,world,False,False,False,True,flip_z,35.757231616973876,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,toaster,test,31000,surf_normal,auto,world,False,False,True,True,flip_yz,112.58657760620117,4506,0.4506,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,as_saved,False,False,False,False,none,1.4518156826496125,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,as_saved,False,False,True,False,flip_y,86.83431129455566,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,as_saved,False,False,False,True,flip_z,51.736165046691895,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,as_saved,False,False,True,True,flip_yz,122.14059982299804,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,camera,False,False,False,False,none,1.4517323344945907,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,camera,False,False,True,False,flip_y,86.83431262969971,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,camera,False,False,False,True,flip_z,51.736162185668945,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,camera,False,False,True,True,flip_yz,122.1406036376953,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,world,False,False,False,False,none,1.4517353028059006,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,world,False,False,True,False,flip_y,86.83431186676026,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,world,False,False,False,True,flip_z,51.73616390228271,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,ball,test,30000,rend_normal,auto,world,False,False,True,True,flip_yz,122.14060401916504,5116,0.5116,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,as_saved,False,False,False,False,none,11.01358071565628,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,as_saved,False,False,True,False,flip_y,52.793345069885255,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,as_saved,False,False,False,True,flip_z,78.60927066802978,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,as_saved,False,False,True,True,flip_yz,117.4235595703125,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,camera,False,False,False,False,none,11.013547265529633,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,camera,False,False,True,False,flip_y,52.79333791732788,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,camera,False,False,False,True,flip_z,78.60926876068115,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,camera,False,False,True,True,flip_yz,117.42356758117675,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,world,False,False,False,False,none,11.01354639530182,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,world,False,False,True,False,flip_y,52.79333572387695,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,world,False,False,False,True,flip_z,78.60926952362061,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,car,test,30000,rend_normal,auto,world,False,False,True,True,flip_yz,117.4235710144043,1933,0.1933,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,as_saved,False,False,False,False,none,10.386566090583802,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,as_saved,False,False,True,False,flip_y,75.57500820159912,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,as_saved,False,False,False,True,flip_z,67.89659824371338,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,as_saved,False,False,True,True,flip_yz,128.64246940612793,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,camera,False,False,False,False,none,10.386545658111572,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,camera,False,False,True,False,flip_y,75.57500476837158,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,camera,False,False,False,True,flip_z,67.89659633636475,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,camera,False,False,True,True,flip_yz,128.64247398376466,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,world,False,False,False,False,none,10.386540794372559,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,world,False,False,True,False,flip_y,75.57500267028809,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,world,False,False,False,True,flip_z,67.8965970993042,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,coffee,test,30000,rend_normal,auto,world,False,False,True,True,flip_yz,128.6424758911133,2695,0.2695,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,as_saved,False,False,False,False,none,3.03627872467041,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,as_saved,False,False,True,False,flip_y,97.45893135070801,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,as_saved,False,False,False,True,flip_z,47.976880645751955,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,as_saved,False,False,True,True,flip_yz,129.66313514709472,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,camera,False,False,False,False,none,3.036235237121582,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,camera,False,False,True,False,flip_y,97.45893135070801,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,camera,False,False,False,True,flip_z,47.9768783569336,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,camera,False,False,True,True,flip_yz,129.66314125061035,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,world,False,False,False,False,none,3.0362337708473204,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,world,False,False,True,False,flip_y,97.45892868041992,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,world,False,False,False,True,flip_z,47.97687969207764,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,helmet,test,30000,rend_normal,auto,world,False,False,True,True,flip_yz,129.66314430236815,4322,0.4322,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,30000,rend_normal,auto,as_saved,False,False,False,False,none,7.038667821884156,935,0.0935,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
refnerf,teapot,test,30000,rend_normal,auto,as_saved,False,False,True,False,flip_y,85.19369373321533,935,0.0935,20,0,ok,diagnostic_grid_sampled_max_pixels_per_frame=500; diagnostic_grid_sampled_frames=20_of_200,False,"Reused protocol grid rows; diagnostic only, not automatic final protocol."
